,BASHIR,DAMAR,DAX,DUKAT,EZRI,GARAK,JAKE,KEIKO,KIRA,MARTOK,NOG,ODO,O'BRIEN,QUARK,ROM,SISKO,WEYOUN,WINN,WORF,ZEK,lines,ep,season,title
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,5,Looking for Par'Mach In All The Wrong Places
WORF,2,0,52,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,6,0,53,98,5,Looking for Par'Mach In All The Wrong Places
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,5,Looking for Par'Mach In All The Wrong Places
BASHIR,8,0,0,0,0,0,43,0,0,0,0,0,0,0,0,4,0,0,0,0,52,99,5,Nor The Battle To The Strong
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,5,Nor The Battle To The Strong
DAX,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,24,0,0,1,0,17,99,5,Nor The Battle To The Strong
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,5,Nor The Battle To The Strong
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,5,Nor The Battle To The Strong
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,5,Nor The Battle To The Strong
JAKE,43,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,80,99,5,Nor The Battle To The Strong
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,5,Nor The Battle To The Strong
KIRA,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,4,99,5,Nor The Battle To The Strong
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,5,Nor The Battle To The Strong
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,5,Nor The Battle To The Strong
ODO,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,23,0,0,0,0,15,99,5,Nor The Battle To The Strong
O'BRIEN,0,0,3,0,0,0,0,0,3,0,0,2,2,2,0,1,0,0,1,0,7,99,5,Nor The Battle To The Strong
QUARK,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,3,99,5,Nor The Battle To The Strong
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,5,Nor The Battle To The Strong
SISKO,4,0,24,0,0,0,3,0,2,0,0,23,1,0,0,2,0,0,1,0,31,99,5,Nor The Battle To The Strong
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,5,Nor The Battle To The Strong
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,5,Nor The Battle To The Strong
WORF,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,99,5,Nor The Battle To The Strong
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,5,Nor The Battle To The Strong
BASHIR,0,0,0,0,0,0,0,9,0,0,0,0,27,0,0,2,0,0,0,0,22,100,5,The Assignment
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,The Assignment
DAX,0,0,0,0,0,0,0,4,0,0,0,3,13,0,0,4,0,0,0,0,14,100,5,The Assignment
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,The Assignment
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,The Assignment
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,The Assignment
JAKE,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,1,0,0,0,0,5,100,5,The Assignment
KEIKO,9,0,4,0,0,0,7,10,0,0,0,2,92,0,0,2,0,0,0,0,73,100,5,The Assignment
KIRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,The Assignment
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,The Assignment
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,The Assignment
ODO,0,0,3,0,0,0,0,2,0,0,0,2,17,0,4,6,0,0,0,0,19,100,5,The Assignment
O'BRIEN,27,0,13,0,0,0,1,92,0,0,0,17,4,0,49,14,0,0,3,0,134,100,5,The Assignment
QUARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,11,100,5,The Assignment
ROM,0,0,0,0,0,0,0,0,0,0,0,4,49,21,0,0,0,0,0,0,45,100,5,The Assignment
SISKO,2,0,4,0,0,0,1,2,0,0,0,6,14,0,0,0,0,0,0,0,18,100,5,The Assignment
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,The Assignment
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,The Assignment
WORF,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,100,5,The Assignment
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,The Assignment
BASHIR,0,0,2,0,0,0,0,0,2,0,0,2,44,0,0,5,0,0,3,0,44,101,5,Trials and Tribble-ations
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,5,Trials and Tribble-ations
DAX,2,0,0,0,0,0,0,0,3,0,0,2,8,0,0,50,0,0,1,0,47,101,5,Trials and Tribble-ations
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,5,Trials and Tribble-ations
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,5,Trials and Tribble-ations
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,5,Trials and Tribble-ations
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,5,Trials and Tribble-ations
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,5,Trials and Tribble-ations
KIRA,2,0,3,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,14,101,5,Trials and Tribble-ations
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,5,Trials and Tribble-ations
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,5,Trials and Tribble-ations
ODO,2,0,2,0,0,0,0,0,0,0,0,2,7,0,0,7,0,0,19,0,38,101,5,Trials and Tribble-ations
O'BRIEN,44,0,8,0,0,0,0,0,3,0,0,7,2,0,0,15,0,0,6,0,54,101,5,Trials and Tribble-ations
QUARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,5,Trials and Tribble-ations
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,5,Trials and Tribble-ations
SISKO,5,0,50,0,0,0,0,0,6,0,0,7,15,0,0,8,0,0,2,0,92,101,5,Trials and Tribble-ations
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,5,Trials and Tribble-ations
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,5,Trials and Tribble-ations
WORF,3,0,1,0,0,0,0,0,0,0,0,19,6,0,0,2,0,0,0,0,21,101,5,Trials and Tribble-ations
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,5,Trials and Tribble-ations
BASHIR,0,0,9,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,0,28,102,5,Let He Who Is Without Sin
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5,Let He Who Is Without Sin
DAX,9,0,6,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,105,0,103,102,5,Let He Who Is Without Sin
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5,Let He Who Is Without Sin
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5,Let He Who Is Without Sin
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5,Let He Who Is Without Sin
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5,Let He Who Is Without Sin
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5,Let He Who Is Without Sin
KIRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5,Let He Who Is Without Sin
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5,Let He Who Is Without Sin
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5,Let He Who Is Without Sin
ODO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5,Let He Who Is Without Sin
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5,Let He Who Is Without Sin
QUARK,11,0,15,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,38,102,5,Let He Who Is Without Sin
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5,Let He Who Is Without Sin
SISKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,102,5,Let He Who Is Without Sin
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5,Let He Who Is Without Sin
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5,Let He Who Is Without Sin
WORF,6,0,105,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,87,102,5,Let He Who Is Without Sin
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5,Let He Who Is Without Sin
BASHIR,2,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,16,0,19,103,5,Things Past
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5,Things Past
DAX,0,0,0,23,0,4,0,0,0,0,0,6,0,0,0,12,0,0,0,0,27,103,5,Things Past
DUKAT,0,0,23,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,103,5,Things Past
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5,Things Past
GARAK,0,0,4,0,0,0,0,0,0,0,0,21,0,0,0,34,0,0,0,0,37,103,5,Things Past
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5,Things Past
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5,Things Past
KIRA,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,103,5,Things Past
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5,Things Past
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5,Things Past
ODO,7,0,6,1,0,21,0,0,5,0,0,2,0,1,0,31,0,0,0,0,59,103,5,Things Past
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5,Things Past
QUARK,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,10,103,5,Things Past
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5,Things Past
SISKO,0,0,12,0,0,34,0,0,0,0,0,31,0,6,0,4,0,0,0,0,56,103,5,Things Past
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5,Things Past
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5,Things Past
WORF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,103,5,Things Past
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5,Things Past
BASHIR,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,104,5,The Ascent
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,5,The Ascent
DAX,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,104,5,The Ascent
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,5,The Ascent
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,5,The Ascent
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,5,The Ascent
JAKE,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,10,0,0,0,0,39,104,5,The Ascent
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,5,The Ascent
KIRA,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,104,5,The Ascent
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,5,The Ascent
NOG,0,0,0,0,0,0,64,0,3,0,0,0,5,0,0,15,0,0,0,0,47,104,5,The Ascent
ODO,3,0,2,0,0,0,0,0,0,0,0,10,0,232,3,0,0,0,2,0,132,104,5,The Ascent
O'BRIEN,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,104,5,The Ascent
QUARK,0,0,0,0,0,0,0,0,0,0,0,232,0,18,15,0,0,0,0,0,136,104,5,The Ascent
ROM,0,0,0,0,0,0,0,0,0,0,0,3,0,15,6,19,0,0,0,0,23,104,5,The Ascent
SISKO,0,0,0,0,0,0,10,0,0,0,15,0,0,0,19,0,0,0,0,0,23,104,5,The Ascent
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,5,The Ascent
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,5,The Ascent
WORF,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,104,5,The Ascent
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,5,The Ascent
BASHIR,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14,0,0,0,0,19,105,5,Rapture
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5,Rapture
DAX,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,3,0,0,4,0,11,105,5,Rapture
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5,Rapture
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5,Rapture
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5,Rapture
JAKE,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,1,0,0,13,105,5,Rapture
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5,Rapture
KIRA,0,0,9,0,0,0,0,0,0,0,0,6,3,0,0,24,0,39,6,0,48,105,5,Rapture
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5,Rapture
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5,Rapture
ODO,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,1,6,0,10,105,5,Rapture
O'BRIEN,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,105,5,Rapture
QUARK,0,0,5,0,0,0,0,0,0,0,0,5,0,2,0,11,0,0,5,0,16,105,5,Rapture
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5,Rapture
SISKO,14,0,3,0,0,0,15,0,24,0,0,0,4,11,0,4,0,10,0,0,92,105,5,Rapture
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5,Rapture
WINN,0,0,0,0,0,0,1,0,39,0,0,1,0,0,0,10,0,0,0,0,33,105,5,Rapture
WORF,0,0,4,0,0,0,0,0,6,0,0,6,0,5,0,0,0,0,0,0,11,105,5,Rapture
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5,Rapture
BASHIR,0,0,1,0,0,0,0,0,21,0,0,4,0,0,0,4,0,0,0,0,16,106,5,The Darkness And The Light
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,The Darkness And The Light
DAX,1,0,2,0,0,0,0,0,7,0,5,1,0,0,0,4,0,0,16,0,19,106,5,The Darkness And The Light
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,The Darkness And The Light
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,The Darkness And The Light
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,The Darkness And The Light
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,The Darkness And The Light
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,The Darkness And The Light
KIRA,21,0,7,0,0,0,0,0,8,0,5,44,9,3,0,14,0,0,1,0,104,106,5,The Darkness And The Light
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,The Darkness And The Light
NOG,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,106,5,The Darkness And The Light
ODO,4,0,1,0,0,0,0,0,44,0,0,0,0,0,0,14,0,0,1,0,40,106,5,The Darkness And The Light
O'BRIEN,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,106,5,The Darkness And The Light
QUARK,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,106,5,The Darkness And The Light
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,The Darkness And The Light
SISKO,4,0,4,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,3,0,21,106,5,The Darkness And The Light
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,The Darkness And The Light
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,The Darkness And The Light
WORF,0,0,16,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,11,106,5,The Darkness And The Light
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,5,The Darkness And The Light
BASHIR,2,0,0,0,0,0,0,2,1,0,0,3,1,0,0,0,0,0,0,0,7,107,5,The Begotten
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,5,The Begotten
DAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,5,The Begotten
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,5,The Begotten
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,5,The Begotten
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,5,The Begotten
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,5,The Begotten
KEIKO,2,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,12,107,5,The Begotten
KIRA,1,0,0,0,0,0,0,3,0,0,0,6,10,0,0,0,0,0,0,0,25,107,5,The Begotten
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,5,The Begotten
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,5,The Begotten
ODO,3,0,0,0,0,0,0,0,6,0,0,14,0,24,0,7,0,0,2,0,87,107,5,The Begotten
O'BRIEN,1,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,20,107,5,The Begotten
QUARK,0,0,0,0,0,0,0,0,0,0,0,24,0,2,0,0,0,0,0,0,14,107,5,The Begotten
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,5,The Begotten
SISKO,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,107,5,The Begotten
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,5,The Begotten
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,5,The Begotten
WORF,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,107,5,The Begotten
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,5,The Begotten
BASHIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,For The Uniform
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,For The Uniform
DAX,0,0,2,0,0,0,0,0,15,0,6,1,6,0,0,62,0,0,9,0,54,108,5,For The Uniform
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,For The Uniform
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,For The Uniform
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,For The Uniform
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,For The Uniform
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,For The Uniform
KIRA,0,0,15,0,0,0,0,0,2,0,6,1,0,0,0,48,0,0,8,0,46,108,5,For The Uniform
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,For The Uniform
NOG,0,0,6,0,0,0,0,0,6,0,0,0,4,0,0,20,0,0,0,0,20,108,5,For The Uniform
ODO,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,26,0,0,0,0,15,108,5,For The Uniform
O'BRIEN,0,0,6,0,0,0,0,0,0,0,4,1,0,0,0,11,0,0,0,0,13,108,5,For The Uniform
QUARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,For The Uniform
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,For The Uniform
SISKO,0,0,62,0,0,0,0,0,48,0,20,26,11,0,0,10,0,0,41,0,158,108,5,For The Uniform
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,For The Uniform
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,For The Uniform
WORF,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,41,0,0,0,0,32,108,5,For The Uniform
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,5,For The Uniform
BASHIR,0,0,0,1,0,28,0,0,0,3,0,0,0,0,0,2,0,0,3,0,22,109,5,In Purgatory's Shadow
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,In Purgatory's Shadow
DAX,0,0,2,0,0,0,0,0,12,0,0,5,11,0,0,10,0,0,14,0,28,109,5,In Purgatory's Shadow
DUKAT,1,0,0,0,0,0,0,0,23,0,0,1,1,2,0,2,0,0,0,0,33,109,5,In Purgatory's Shadow
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,In Purgatory's Shadow
GARAK,28,0,0,0,0,4,0,0,0,9,0,0,0,3,0,7,0,0,47,0,82,109,5,In Purgatory's Shadow
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,In Purgatory's Shadow
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,In Purgatory's Shadow
KIRA,0,0,12,23,0,0,0,0,2,0,0,16,5,0,0,16,0,0,0,0,41,109,5,In Purgatory's Shadow
MARTOK,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,109,5,In Purgatory's Shadow
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,In Purgatory's Shadow
ODO,0,0,5,1,0,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,13,109,5,In Purgatory's Shadow
O'BRIEN,0,0,11,1,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,15,109,5,In Purgatory's Shadow
QUARK,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,109,5,In Purgatory's Shadow
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,In Purgatory's Shadow
SISKO,2,0,10,2,0,7,0,0,16,0,0,4,11,0,0,0,0,0,5,0,33,109,5,In Purgatory's Shadow
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,In Purgatory's Shadow
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,In Purgatory's Shadow
WORF,3,0,14,0,0,47,0,0,0,9,0,0,0,0,0,5,0,0,0,0,44,109,5,In Purgatory's Shadow
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5,In Purgatory's Shadow
BASHIR,2,0,0,0,0,20,0,0,0,11,0,0,4,0,0,0,0,0,16,0,42,110,5,By Inferno's Light
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,5,By Inferno's Light
DAX,0,0,2,1,0,0,0,0,23,0,0,0,4,0,0,8,0,0,2,0,24,110,5,By Inferno's Light
DUKAT,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,110,5,By Inferno's Light
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,5,By Inferno's Light
GARAK,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,23,110,5,By Inferno's Light
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,5,By Inferno's Light
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,5,By Inferno's Light
